session_start_time,hour,day_of_week,month,is_weekend,session_duration_minutes,days_since_last_visit,page_views,clicks,avg_scroll_depth,items_added_to_cart,items_removed_from_cart,search_queries_count,product_page_time_minutes,categories_viewed_count,avg_price_viewed,device_type,traffic_source,customer_segment,region,browser,operating_system,user_type,search_queries,categories_viewed,user_agent,will_purchase
2024-02-02 07:39:08,7,4,2,0,4.241724962152045,3.0335766797371018,0.9628645237727079,0.0,0.18276022929176722,4,3,1,0.9314981443178774,2,4.716521849911398,mobile,organic_search,returning_customer,Middle_East_Africa,Chrome,iOS,returning_user,summer dress,"Home & Garden, Baby & Kids","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",0
2024-12-12 15:37:55,15,3,12,0,5.000124765564186,7.31629155972356,0.9967491310790949,0.0,0.7618529615305083,2,0,1,0.8514621598354589,4,26.920076421801262,mobile,social_media,returning_customer,Asia_Pacific,Chrome,Windows,returning_user,perfume,"Tools & Hardware, Clothing, Electronics, Baby & Kids","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-02-24 19:33:54,19,5,2,1,10.552687084585392,0.43297492860682296,1.984852848888488,1.0120544789501178,0.5331794623028331,1,0,2,0.946506496368103,2,15.779475562109022,desktop,social_media,returning_customer,Europe,Firefox,Windows,returning_user,"perfume, new dress","Shoes, Pet Supplies","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-09-26 12:46:30,12,3,9,0,18.705161635204497,3.612518389084665,2.9800362112113437,1.0276411652371737,0.538472267893425,5,2,1,0.5371983307365426,1,11.990574542668275,desktop,organic_search,new_customer,North_America,Chrome,Windows,new_user,dress shoes,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-11-03 18:30:12,18,6,11,1,6.360489832416049,9.746389875785269,1.0777006325823766,0.0,0.5908190204172085,5,2,1,2.3481614349779854,1,9.083236047312164,desktop,organic_search,new_customer,Latin_America,Chrome,iOS,returning_user,gaming laptop,Electronics,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1
2024-09-29 14:07:31,14,6,9,1,2.988351412774175,8.185450707904698,2.116577602442824,0.0,0.10742627695358269,1,0,5,1.4995661364515551,5,8.637916551320899,mobile,referral,vip_customer,North_America,Chrome,Windows,new_user,"phone case, running shoes, coffee maker, reviews gaming chair, wireless earbuds","Baby & Kids, Sports & Outdoors, Automotive, Office Supplies, Electronics","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-04-20 08:55:08,8,5,4,1,32.1215932691684,10.611372572948389,9.17310487124295,3.082665385939026,0.34935269667625846,1,0,2,1.4155670427967715,4,70.5879107204233,mobile,organic_search,vip_customer,North_America,Chrome,Windows,returning_user,"running shoes, reviews hiking boots","Beauty & Personal Care, Shoes, Jewelry, Clothing","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-05-08 16:29:39,16,2,5,0,9.855040878796544,16.69581935782171,3.027897325100102,1.0563073140675856,0.25846742731470823,5,1,3,0.866532127004103,4,61.15359838968212,mobile,referral,new_customer,Asia_Pacific,Edge,Windows,returning_user,"laptop bag, headphones, wireless charger","Beauty & Personal Care, Pet Supplies, Musical Instruments, Baby & Kids","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-09-20 10:00:55,10,4,9,0,10.491108970841864,0.5129611959524523,7.198924580187783,1.0150589861504369,0.6183696794567494,8,3,1,0.43352659893900763,3,59.145909948347295,mobile,email,at_risk_customer,Middle_East_Africa,Chrome,Windows,returning_user,new headphones,,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-12-18 19:45:27,19,2,12,0,23.258240349617466,25.54518076844682,5.636959791904682,1.011084698102415,0.37481954930710304,3,1,1,2.071203728086043,3,91.56588639291826,mobile,organic_search,new_customer,Europe,Chrome,iOS,new_user,winter jacket,"Clothing, Beauty & Personal Care, Toys & Games","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",1
2024-08-29 10:24:48,10,3,8,0,44.364886188374996,1.2491572561315119,13.223460607771973,2.091648657333493,0.5214084293054142,2,1,2,0.3151577429056502,3,15.449601430870862,mobile,organic_search,new_customer,North_America,Chrome,Android,returning_user,"wireless earbuds, running shoes","Pet Supplies, Baby & Kids, Automotive","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-07-16 10:10:59,10,1,7,0,1.0,10.75851578059082,0.9997613170508528,0.0,0.2862843760263413,4,3,0,6.287113814818728,1,66.21142286746667,desktop,paid_search,at_risk_customer,North_America,Chrome,Windows,returning_user,,Toys & Games,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-05-21 16:41:44,16,1,5,0,18.784654278003455,9.683120251341496,5.915366286541227,1.0522921529777527,0.09065084048217616,2,0,2,1.4684487234993637,4,48.74659856937247,desktop,paid_search,returning_customer,Middle_East_Africa,Chrome,Android,returning_user,"smart watch, gaming laptop","Toys & Games, Tools & Hardware, Books, Home & Garden","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-05-28 13:29:44,13,1,5,0,21.9089869705072,16.170231221137023,3.1220999074263625,1.9515617742630436,0.635212835221622,2,0,4,2.0015053892620798,2,38.41765672566209,desktop,email,new_customer,North_America,Chrome,macOS,returning_user,"premium phone case, new gaming chair, best phone case, headphones","Toys & Games, Home & Garden","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1
2024-09-19 18:52:41,18,3,9,0,9.049664264782283,,5.407997383862909,0.0,0.23226398736981704,0,0,5,3.353644557157371,3,39.36501573855769,mobile,paid_search,vip_customer,North_America,Chrome,Windows,returning_user,"reviews wireless charger, cheap running shoes, dress, camera, winter jacket","Bags & Luggage, Tools & Hardware, Automotive","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-06-05 17:33:45,17,2,6,0,1.0,1.034734616694284,0.958399212423848,0.0,0.37601372153545964,2,1,0,0.04257251729433614,6,38.48818218418265,desktop,email,vip_customer,Asia_Pacific,Other,Linux,returning_user,,"Sports & Outdoors, Musical Instruments, Beauty & Personal Care, Jewelry, Home & Garden, Office Supplies","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-07-13 20:16:45,20,5,7,1,27.16730717732163,16.181091848906938,7.840297521197339,3.8998209275055586,0.3789107126340191,1,0,1,0.7637092739789101,2,22.83034951323306,mobile,direct,at_risk_customer,North_America,Safari,macOS,new_user,,"Books, Jewelry","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-08-18 09:18:56,9,6,8,1,7.0338028570108,6.0883511056145325,1.883130437133265,0.0,0.18016996334552599,2,1,1,0.16298105281703126,3,37.003199602400045,desktop,email,new_customer,Asia_Pacific,Chrome,Windows,returning_user,smartphone,"Food & Beverages, Health & Wellness, Office Supplies","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-08-18 15:32:53,15,6,8,1,8.534180112642101,14.860924031692779,4.032155278933292,1.0055073661133844,0.423786856191228,1,0,3,0.14144319930988447,2,128.9273245617377,mobile,direct,returning_customer,Europe,Safari,Windows,returning_user,"shoes, reviews dress, smartphone","Bags & Luggage, Musical Instruments","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-01-15 14:54:03,14,0,1,0,1.0,3.1680052904602936,0.9690450608041457,0.0,0.17177753255512507,0,0,0,0.663772700602729,1,34.2512531425405,mobile,paid_search,returning_customer,Latin_America,Chrome,macOS,returning_user,,Clothing,"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-03-25 19:07:18,19,0,3,0,28.82825816430678,1.0623813181691732,11.034575443932976,7.067543419843679,0.23807865578519713,2,2,1,0.7165923245701008,3,10.137889497120462,desktop,organic_search,new_customer,North_America,Chrome,Android,returning_user,premium phone case,"Electronics, Bags & Luggage, Tools & Hardware","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1
2024-09-14 12:45:53,12,5,9,1,13.732385841100262,0.32328404724428994,7.183174844353909,1.0225541063050534,0.2795188842861382,3,1,0,4.572613232003947,6,5.0571259721514705,mobile,organic_search,new_customer,Europe,Chrome,Windows,returning_user,,"Tools & Hardware, Books, Bags & Luggage, Jewelry, Food & Beverages, Health & Wellness","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-07-27 12:10:25,12,5,7,1,11.704238837753635,16.392963930210918,5.069383134453757,2.1246967801438195,0.917339109693325,2,1,1,0.4410001730950206,2,237.85399780628225,mobile,direct,new_customer,Latin_America,Chrome,macOS,new_user,,"Musical Instruments, Clothing","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",1
2024-11-01 15:32:13,15,4,11,0,2.5159461344797545,4.662363064968883,1.0514349474445126,0.0,0.47638040269772036,2,2,2,1.635238008407402,5,23.43214621354011,desktop,paid_search,returning_customer,Latin_America,Chrome,Android,returning_user,"summer dress, yoga mat","Pet Supplies, Toys & Games, Electronics, Office Supplies, Bags & Luggage","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-01-20 08:34:15,8,5,1,1,1.6180585269896932,2.8082413460040674,0.968369769111871,0.0,0.6357711112362032,1,0,0,12.788120730736585,4,55.306301662414015,mobile,organic_search,vip_customer,Europe,Chrome,macOS,returning_user,,"Clothing, Beauty & Personal Care, Home & Garden, Shoes","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
2024-03-25 19:34:48,19,0,3,0,14.280916601682666,10.743524924918972,5.810602803477726,2.8622564709127385,0.42476719652921874,1,0,0,2.274165866683272,3,102.59122622592189,desktop,paid_search,new_customer,North_America,Chrome,Android,new_user,,"Automotive, Health & Wellness, Food & Beverages","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",0
2024-07-02 20:20:03,20,1,7,0,14.600343806464583,,5.9677480864980845,0.0,0.6632288381854602,1,0,0,0.7279610630426095,5,106.85105892811431,mobile,email,returning_customer,Europe,Chrome,Android,returning_user,,"Sports & Outdoors, Automotive, Baby & Kids, Shoes, Musical Instruments","Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",0
